common,page,actions,displays,start,err,ts,dt
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""17391"",""item"":""3"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""favor_add"",""item"":""3"",""item_type"":""sku_id"",""ts"":1592103483797},{""action_id"":""cart_add"",""item"":""3"",""item_type"":""sku_id"",""ts"":1592103489594}]","[{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""recommend"",""item"":""4"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""6"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""33"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""1""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""2""}]",,,1592103478000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""14140"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103479000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""7627"",""item"":""15"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103483813}]","[{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""3"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""}]",,,1592103480000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""9045"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103481000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""6625"",""item"":""34"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103482000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs"",""mid"":""mid_6527"",""os"":""iOS 13.3.1"",""uid"":""859"",""vc"":""v2.1.134""}","{""during_time"":""14302"",""item"":""20,27"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103483000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":2548,""open_ad_id"":10,""open_ad_ms"":2941,""open_ad_skip_ms"":0}",,1592103475000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""11833"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""14"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""5""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""3""}]",,,1592103475000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""2654"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103476000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""13038"",""item"":""小米盒子"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""promotion"",""item"":""31"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""}]",,,1592103477000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""14506"",""item"":""15"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""favor_add"",""item"":""15"",""item_type"":""sku_id"",""ts"":1592103482835},{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103487670}]","[{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""9"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""}]",,,1592103478000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""13940"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103479000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""7739"",""item"":""7"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""cart_add"",""item"":""7"",""item_type"":""sku_id"",""ts"":1592103483869}]","[{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""35"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""23"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""},{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""}]",,,1592103480000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""1421"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103481000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""8510"",""item"":""13"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103482000,2020-06-14
"{""ar"":""500000"",""ba"":""vivo"",""ch"":""360"",""is_new"":""1"",""md"":""vivo iqoo3"",""mid"":""mid_332519"",""os"":""Android 11.0"",""uid"":""963"",""vc"":""v2.1.134""}","{""during_time"":""15762"",""item"":""19,35"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,"{""error_code"":1780,""msg"":"" Exception in thread \\  java.net.SocketTimeoutException\\n \\tat com.atgugu.gmall2020.mock.bean.log.AppError.main(AppError.java:xxxxxx)""}",1592103483000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}",,,,"{""entry"":""icon"",""loading_time"":5882,""open_ad_id"":18,""open_ad_ms"":3637,""open_ad_skip_ms"":0}",,1592103475000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}","{""during_time"":""18432"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""29"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""29"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""16"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""}]",,,1592103475000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}","{""during_time"":""5931"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""mine"",""source_type"":null}",,,,,1592103476000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}","{""during_time"":""6066"",""item"":null,""item_type"":null,""last_page_id"":""mine"",""page_id"":""orders_unpaid"",""source_type"":null}",,,,,1592103477000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}","{""during_time"":""4883"",""item"":""17,6,26"",""item_type"":""sku_ids"",""last_page_id"":""orders_unpaid"",""page_id"":""trade"",""source_type"":null}","[{""action_id"":""trade_add_address"",""item"":null,""item_type"":null,""ts"":1592103480441}]",,,,1592103478000,2020-06-14
"{""ar"":""110000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone X"",""mid"":""mid_289524"",""os"":""iOS 13.3.1"",""uid"":""34"",""vc"":""v2.1.132""}","{""during_time"":""10944"",""item"":""32"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103479000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}",,,,"{""entry"":""notice"",""loading_time"":9526,""open_ad_id"":19,""open_ad_ms"":7520,""open_ad_skip_ms"":4979}",,1592103475000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""17942"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""17"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""33"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""12"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""},{""display_type"":""query"",""item"":""10"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""4""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""14"",""item_type"":""sku_id"",""order"":""11"",""pos_id"":""5""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""12"",""pos_id"":""3""}]",,,1592103475000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""1023"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103476000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""9540"",""item"":""小米"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""recommend"",""item"":""14"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""5"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""recommend"",""item"":""3"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""}]",,,1592103477000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""16823"",""item"":""31"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103486411}]","[{""display_type"":""query"",""item"":""26"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""14"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""recommend"",""item"":""31"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""9"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""}]",,,1592103478000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""5063"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103479000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone X"",""mid"":""mid_750432"",""os"":""iOS 12.4.1"",""uid"":""906"",""vc"":""v2.1.132""}","{""during_time"":""15614"",""item"":""7"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""favor_add"",""item"":""7"",""item_type"":""sku_id"",""ts"":1592103485204},{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103490408}]","[{""display_type"":""promotion"",""item"":""21"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""25"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""recommend"",""item"":""12"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""26"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""13"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""4""}]",,,1592103480000,2020-06-14
